player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Ming Tjon,145223,C,FIU,3,100.0,0,166,56.4,76.8,51.0,0,0,24,100.0,100.0,100.0,0,0,0,40,40,0,0,40,26,26,0,0,14,0
Quinten Joyner,174151,HB,USC,12,19.0,0,326,80.5,20.7,59.5,0,2,22,17.7,18.5,95.5,1,2,0,40,0,0,0,210,24,130,0,0,16,3
Xavier Irvin,173272,WR,TEMPLE,8,38.8,0,306,56.0,,61.7,0,0,0,0.0,0.0,,0,0,0,40,0,0,0,103,0,63,0,0,40,0
Maurice Brown II,174318,TE,S CAROLINA,9,81.3,0,289,64.6,72.9,49.4,0,0,3,30.0,36.4,100.0,0,0,0,39,0,0,0,48,4,11,0,0,35,32
Treshaun Ward,99619,HB,BOSTON COL,12,14.6,0,121,65.8,29.0,62.6,1,2,10,6.5,6.3,85.0,0,3,0,39,0,0,0,268,10,160,0,0,29,0
Quinton Stewart,122993,TE,OKLA STATE,7,79.6,0,262,46.8,72.5,58.9,0,0,8,47.1,44.4,100.0,0,0,0,39,0,0,0,49,8,18,0,0,31,40
Anderson Castle,122234,HB,APP STATE,9,25.8,0,108,82.9,31.1,58.8,0,2,31,36.5,35.5,93.5,0,3,1,39,0,0,0,151,33,93,0,0,6,0
Chapman Pendergrass,162688,G,CLEMSON,3,100.0,0,140,62.7,71.6,60.5,0,1,16,100.0,100.0,96.9,0,1,0,39,12,10,0,39,16,16,17,0,23,0
Simeon Price,146843,HB,COAST CAR,9,29.8,0,141,61.6,80.8,53.4,0,0,11,20.4,20.0,100.0,0,0,0,39,0,0,0,131,12,60,0,0,27,0
Preston Stone,124716,QB,SMU,7,35.1,0,287,81.9,,60.0,0,0,0,0.0,0.0,,1,0,0,39,0,0,0,111,0,64,0,0,39,0
Ardell Banks,175136,WR,KENT STATE,10,63.9,0,201,68.2,,60.5,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,61,0,22,0,0,39,0
Kaden Cloud,173852,FB,AIR FORCE,9,54.9,0,101,54.6,76.8,63.5,0,0,5,16.7,16.1,100.0,0,0,0,39,0,0,0,71,5,31,0,0,34,0
Adedamola Ajani,193152,G,INDIANA,3,100.0,0,190,65.7,24.3,66.9,1,0,5,100.0,100.0,90.0,0,1,0,39,0,39,0,39,5,5,0,0,34,0
Ruel Tomlinson,188241,QB,KENT STATE,4,39.4,0,201,37.6,,60.0,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,99,0,53,0,0,39,0
Bugs Mortimer,168428,WR,W MICHIGAN,4,48.1,0,347,64.1,62.1,56.1,0,0,1,2.4,2.3,100.0,0,0,0,39,0,0,0,81,1,43,0,0,38,1
Dominique Johnson,123959,HB,TCU,12,41.9,0,305,57.3,34.6,51.3,0,1,8,19.5,19.0,81.2,0,2,1,39,0,0,0,93,8,42,0,0,31,0
Kellen Stewart,149119,WR,MIDDLE TN,9,33.1,0,224,46.5,,49.5,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,118,0,79,0,0,39,0
Emory Williams,170099,QB,MIAMI FL,2,60.0,0,220,76.2,,60.0,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,65,0,26,0,0,39,0
Hogan Hansen,183686,TE,MICHIGAN,9,41.9,0,222,65.1,67.8,60.5,0,0,1,1.8,1.8,100.0,1,0,0,39,0,0,0,93,1,55,0,0,38,46
Keith Adams Jr.,156236,HB,CLEMSON,9,39.0,0,140,69.0,77.2,64.0,0,1,19,37.3,38.5,97.4,0,1,0,39,0,0,0,100,20,52,0,0,19,1
Ben Ford,145989,WR,BOISE ST,10,57.4,0,120,62.6,,60.5,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,68,0,29,0,0,39,1
Var'keyes Gumms,145319,TE,ARKANSAS,5,67.2,0,111,46.8,29.9,52.2,0,1,1,5.0,5.0,50.0,0,1,0,39,0,0,0,58,1,20,0,0,38,49
Tyler Gibson,156301,T,CHARLOTTE,4,100.0,0,136,66.0,77.3,60.7,0,0,19,100.0,100.0,100.0,0,0,0,39,0,1,0,39,20,20,0,38,19,0
JP Pickles,183996,QB,UTEP,3,29.1,0,330,58.3,,60.2,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,134,0,72,0,0,39,0
Jay Fair,127145,WR,USC,8,43.8,0,326,63.1,,50.4,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,89,0,50,0,0,39,1
Kam Wright,164131,C,OHIO,6,100.0,0,259,87.2,67.7,79.5,0,0,1,100.0,100.0,100.0,0,0,0,39,39,0,0,39,1,1,0,0,38,0
Leon Bell,175895,T,MISS STATE,2,100.0,0,227,55.8,44.3,58.2,1,0,20,100.0,100.0,97.5,0,1,0,39,0,0,0,39,23,23,0,39,16,0
Terrez Worthy,190679,HB,TEMPLE,10,18.2,0,306,76.5,8.6,63.1,0,3,13,13.0,12.3,88.5,0,3,0,39,0,0,0,214,13,106,0,0,26,0
Ric'Darious Farmer,189925,WR,W VIRGINIA,11,38.0,0,343,55.8,,62.0,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,100,0,60,0,0,38,0
Allen Ortiz,161530,WR,NEW MEX ST,10,64.4,0,242,58.1,,66.5,0,0,0,0.0,0.0,,1,0,0,38,0,0,0,59,0,21,0,0,38,0
Eamonn Dennis,129575,WR,OHIO,8,59.4,0,259,60.2,,58.8,0,0,0,0.0,0.0,,1,0,0,38,0,0,0,64,0,21,0,0,38,0
Isaac Schoenfeld,157665,TE,WYOMING,12,73.1,0,351,53.1,54.8,57.1,0,0,4,26.7,26.3,100.0,0,0,0,38,0,0,0,52,5,19,0,0,33,41
Ryan Rodriguez,143948,G,MIAMI FL,1,100.0,0,220,60.3,49.4,61.3,0,2,22,100.0,100.0,95.5,0,2,0,38,0,38,0,38,23,23,0,0,15,0
Zach Grace,176592,TE,OREGON,10,92.7,0,264,64.0,74.0,65.0,0,0,2,40.0,40.0,100.0,0,0,0,38,0,0,0,41,2,5,0,0,36,18
Charlie Spegal,129450,HB,BALL ST,11,50.7,0,117,54.2,27.6,52.8,0,0,13,36.1,35.1,100.0,0,0,0,38,0,0,0,75,13,37,0,0,25,1
Latrell Neville,144991,WR,NEW MEX ST,5,52.8,0,242,51.4,,60.9,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,72,0,34,0,0,38,0
Everett Small,184060,T,E MICHIGAN,2,100.0,0,160,67.1,69.6,64.6,0,1,7,100.0,100.0,92.9,0,1,0,38,0,0,13,38,8,8,0,20,30,5
Myles Montgomery,144232,HB,UCF,10,27.7,0,323,75.1,26.1,79.8,1,0,17,27.4,28.1,85.3,0,3,2,38,0,0,0,137,18,64,0,0,20,0
Braden Miller,158392,G,CAL,2,100.0,0,130,69.1,87.3,72.0,0,0,29,100.0,100.0,100.0,1,0,0,38,0,0,0,38,29,29,20,18,9,0
Joshua Padilla,170263,C,OHIO STATE,5,100.0,0,260,57.4,69.4,56.0,0,0,12,100.0,100.0,100.0,0,0,0,38,26,12,0,38,12,12,0,0,26,0
Jadon Porter,184818,WR,BAYLOR,6,70.4,0,118,64.4,,73.4,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,54,0,16,0,0,38,0
Aba Selm,184638,G,KENTUCKY,2,100.0,0,202,72.3,83.2,70.6,0,0,13,100.0,100.0,100.0,0,0,0,38,0,38,0,38,14,14,0,0,24,0
Isaiah Bullerdick,157966,C,CHARLOTTE,4,100.0,0,136,61.5,62.4,60.3,0,0,18,100.0,100.0,94.4,0,1,1,38,38,0,0,38,19,19,0,0,19,0
Griffin Hart,172246,T,JAMES MAD,4,100.0,0,197,74.3,70.6,71.4,0,0,2,100.0,100.0,100.0,0,0,0,38,0,0,0,38,2,2,0,38,36,0
Justin Marshall,173460,HB,COLO STATE,13,11.7,0,144,77.3,74.9,57.0,0,0,21,14.7,14.6,100.0,0,0,0,38,0,0,0,326,22,151,0,0,16,0
Ashton Tripp,176695,T,WASH STATE,5,100.0,0,341,72.0,73.7,69.4,0,0,10,100.0,100.0,100.0,0,0,0,38,0,1,14,38,13,13,0,18,25,3
Kai Wheeler,183982,G,NEW MEX ST,2,100.0,0,242,63.2,62.9,62.2,1,0,20,100.0,100.0,97.5,0,1,0,38,8,30,0,38,22,22,0,0,16,0
Rico Scott,191140,WR,ALABAMA,4,42.7,0,103,63.1,,50.0,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,89,0,50,0,0,38,0
Jason Maciejczak,170234,G,NEBRASKA,5,100.0,0,238,56.9,83.9,53.1,0,0,11,100.0,100.0,100.0,0,0,0,38,0,36,0,38,14,14,0,0,24,0
Hunter Whitenack,158229,G,ILLINOIS,4,100.0,0,187,57.3,27.7,60.7,0,0,17,100.0,100.0,100.0,0,0,0,38,0,11,0,38,17,17,27,0,21,0
Cam Davis,72376,HB,WASHINGTON,11,24.1,0,340,70.6,67.5,56.7,0,1,30,28.3,30.3,98.3,1,1,0,38,0,0,0,158,33,109,0,0,5,0
Adam Mohammed,183644,HB,WASHINGTON,13,25.2,0,340,72.6,45.3,58.3,0,3,26,27.4,26.8,90.4,0,4,1,38,0,0,0,151,26,97,0,0,12,0
David Mbadinga,174136,HB,GA SOUTHRN,13,21.2,0,174,67.0,49.9,45.0,1,0,16,17.4,16.7,96.9,0,1,0,38,0,0,0,179,16,96,0,0,22,1
Kelby Valsin,173653,WR,TEXAS TECH,5,45.8,0,315,54.1,,58.4,0,0,0,0.0,0.0,,0,0,0,38,0,0,0,83,0,45,0,0,38,0
Stonka Burnside,184751,WR,MISS STATE,9,43.7,0,227,46.6,,80.6,0,0,0,0.0,0.0,,1,0,0,38,0,0,0,87,0,49,0,0,38,0
EJ Smith,131782,HB,TEXAS A&M,12,22.9,0,312,65.7,60.6,57.2,0,2,26,26.8,28.2,92.3,0,3,1,38,0,0,0,166,29,103,0,0,9,0
Jordan Brown,122548,WR,TEXAS TECH,11,22.6,0,315,66.0,,60.1,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,164,0,127,0,0,37,0
Andrew Paul,124736,HB,JVILLE ST,12,36.3,0,196,74.6,82.6,56.4,0,0,11,30.6,32.5,100.0,0,0,0,37,0,0,0,102,13,40,0,0,24,0
Kamrean Johnson,172617,TE,VANDERBILT,11,58.7,1,333,53.4,77.3,68.0,0,0,1,4.0,7.1,100.0,1,0,0,37,0,0,0,63,2,28,0,0,35,39
Jonny Lester,158515,T,WASH STATE,7,97.4,0,341,75.4,63.3,75.1,0,0,9,90.0,90.9,100.0,0,0,0,37,0,1,18,38,10,11,0,0,27,18
Anthony Rosas,146196,G,UNLV,4,100.0,0,325,69.0,67.3,67.1,0,0,1,100.0,100.0,100.0,0,0,0,37,10,14,0,37,1,1,12,1,36,0
Bryce Duke,157656,HB,DOMINION,10,25.2,0,263,69.0,29.9,64.8,1,1,19,23.8,25.3,94.7,0,2,0,37,0,0,0,147,21,83,0,0,16,0
Brian Grant,157611,G,TENNESSEE,4,100.0,0,307,48.6,76.7,45.8,0,0,12,100.0,100.0,100.0,0,0,0,37,0,31,0,37,12,12,0,6,25,0
Kaelon Black,138448,HB,INDIANA,12,28.5,0,190,78.8,12.8,59.1,0,0,11,19.3,19.3,90.9,0,1,1,37,0,0,0,130,11,57,0,0,26,0
Brock Montgomery,184035,WR,UCONN,4,74.0,0,146,52.7,,78.7,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,50,0,13,0,0,37,1
William Fowles,174702,WR,APP STATE,11,48.7,0,108,54.3,,49.6,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,76,0,39,0,0,37,0
Jacob Coleman,151043,TE,MIDDLE TN,5,50.0,0,224,51.1,31.9,55.8,0,0,15,31.9,28.8,100.0,2,0,0,37,0,0,0,74,15,52,0,0,22,55
Johnnie Brown III,184277,G,GA SOUTHRN,11,97.4,0,174,56.1,75.1,54.3,0,0,7,87.5,87.5,100.0,0,0,0,37,0,4,0,38,7,8,4,0,30,17
Khalib Johnson,156331,QB,KENNESAW,4,56.9,0,200,25.5,,60.0,0,0,0,0.0,0.0,,2,0,0,37,0,0,0,65,0,25,0,0,37,0
John Bechtle,147402,TE,UCONN,10,88.1,0,146,46.0,71.1,55.3,0,0,3,37.5,37.5,100.0,0,0,0,37,0,0,0,42,3,8,0,0,34,26
Devin Brown,156479,QB,OHIO STATE,9,56.1,0,260,66.9,,60.0,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,66,0,25,0,0,37,0
Marcus Major Jr.,99488,HB,MINNESOTA,12,17.1,0,225,74.8,82.0,49.5,0,0,26,21.3,21.3,100.0,0,0,0,37,0,0,0,216,27,127,0,0,10,0
Jalen Buckley,163158,HB,W MICHIGAN,10,14.4,0,347,80.0,67.9,53.0,0,0,18,17.0,16.4,100.0,0,0,0,37,0,0,0,257,18,110,0,0,19,0
Blake Baker,170448,QB,LA TECH,2,39.4,0,208,65.5,,60.0,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,94,0,45,0,0,37,0
Tavake Tuikolovatu,173990,G,UCLA,6,100.0,0,324,58.5,45.7,60.9,0,1,17,100.0,100.0,97.1,0,1,0,37,0,0,0,37,17,17,15,0,20,22
Luke Bottari,73931,QB,UTAH,3,45.7,0,328,56.7,,60.1,0,0,0,0.0,0.0,,2,0,0,37,0,0,0,81,0,37,0,0,37,0
Abiathar Curry,158039,G,N ILLINOIS,5,97.4,0,254,68.2,79.8,67.3,0,0,11,100.0,92.3,100.0,0,0,0,37,0,0,0,38,12,13,25,5,25,4
Misun Kelley,170014,WR,CLEMSON,8,46.8,0,140,53.0,,58.3,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,79,0,42,0,0,37,0
Lawayne McCoy,183307,WR,FLORIDA ST,8,30.1,0,167,60.1,,61.9,0,0,0,0.0,0.0,,0,0,0,37,0,0,0,123,0,85,0,0,37,0
Jacob Golden,101248,G,NEW MEX ST,3,100.0,0,242,49.0,21.0,55.0,0,2,21,100.0,100.0,90.5,0,3,1,37,0,0,0,37,24,24,29,8,13,0
Kevin Wigenton II,144952,G,ILLINOIS,3,100.0,0,187,54.8,62.7,52.7,0,2,14,100.0,100.0,92.9,0,2,0,36,0,15,0,36,15,15,21,0,21,0
Landen King,146664,TE,UTAH,12,37.1,0,328,57.7,69.5,43.7,0,0,1,1.6,1.6,100.0,1,0,0,36,0,0,0,97,1,62,0,0,35,31
Matthew Toilolo,171565,T,NEW MEXICO,11,100.0,0,241,57.5,71.5,56.2,0,0,2,100.0,100.0,100.0,0,0,0,36,0,0,15,36,5,5,0,12,31,9
DeCarlos Brooks,70933,HB,ARIZONA ST,12,37.1,0,110,66.6,75.0,67.6,0,0,3,11.1,11.1,100.0,0,0,0,36,0,0,0,97,3,27,0,0,33,0
Davion Gause,183328,HB,N CAROLINA,12,22.0,0,245,74.3,49.1,56.5,1,1,16,22.5,24.1,93.7,1,2,0,36,0,0,0,164,19,79,0,0,17,0
Jekail Middlebrook,170487,HB,MIDDLE TN,9,16.7,0,224,69.6,38.5,51.6,0,1,22,16.3,15.6,97.7,0,1,0,36,0,0,0,216,22,141,0,0,14,0
Deston Hawkins,176024,HB,NEVADA,9,45.0,0,239,55.0,24.4,46.3,0,2,9,19.6,20.8,88.9,1,2,0,36,0,0,0,80,10,48,0,0,26,0
Johnny Richardson,123760,WR,UCF,11,39.6,0,323,73.6,76.5,59.1,0,0,4,12.1,11.8,100.0,0,0,0,36,0,0,0,91,4,34,0,0,32,2
MJ Morris,157404,QB,MARYLAND,7,27.7,0,215,59.2,,60.0,0,0,0,0.0,0.0,,1,0,0,36,0,0,0,130,0,80,0,0,36,0
Darrell Simmons Jr.,99441,G,KANSAS,4,100.0,0,198,63.7,24.1,74.2,0,0,13,100.0,100.0,100.0,1,0,0,36,0,12,0,36,14,14,24,0,22,0
Brock Spalding,157443,WR,E CAROLINA,6,40.4,0,156,62.7,,47.6,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,89,0,52,0,0,36,1
Grant Seagren,170240,T,NEBRASKA,4,100.0,0,238,64.2,80.7,59.3,0,0,10,100.0,100.0,100.0,0,0,0,36,0,0,21,36,13,13,0,15,23,0
Cooper Terpstra,175470,C,MICH STATE,2,100.0,0,223,65.8,58.8,65.0,1,0,17,100.0,100.0,97.1,0,1,0,36,36,0,0,36,17,17,0,0,19,0
Ny Carr,183228,WR,MIAMI FL,5,67.9,0,220,63.9,,77.6,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,53,0,17,0,0,36,0
Sam Jackson V,144682,WR,AUBURN,8,43.9,0,115,49.7,,57.3,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,82,0,44,0,0,36,2
Yasin Willis,183381,HB,SYRACUSE,10,28.3,0,304,56.6,68.4,66.3,0,0,25,32.1,32.5,100.0,1,0,0,36,0,0,0,127,26,80,0,0,10,0
Brandon Campbell,146414,HB,UMASS,10,23.7,0,216,73.8,79.9,57.9,0,0,24,33.8,31.6,95.8,1,1,1,36,0,0,0,152,24,76,0,0,12,0
Rodney Hill,156290,HB,ARKANSAS,10,26.5,0,111,64.7,35.9,54.5,0,1,14,17.3,16.7,96.4,0,1,0,36,0,0,0,136,14,84,0,0,22,0
Jay Haynes,170010,HB,CLEMSON,12,23.8,0,140,71.3,41.1,55.6,0,0,19,21.1,22.6,100.0,1,0,0,36,0,0,0,151,21,93,0,0,15,0
Kaden Helms,158072,TE,OKLAHOMA,5,50.7,0,261,49.0,29.7,51.3,0,0,4,10.5,12.5,75.0,1,1,1,36,0,0,1,71,5,40,0,0,31,42
Koali Nishigaya,128207,WR,HAWAII,6,29.3,0,180,50.7,,37.8,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,123,0,87,0,0,36,0
Cash Jones,155211,HB,GEORGIA,14,17.7,0,173,68.3,12.6,56.0,0,3,19,12.0,12.6,92.1,0,3,0,36,0,0,0,203,22,175,0,0,14,2
Dominic Steward,183433,G,TULANE,3,100.0,1,319,64.5,79.4,62.7,0,0,7,100.0,100.0,100.0,1,0,0,36,0,0,0,36,9,9,36,0,27,0
Shawn Miller,158219,WR,NEW MEXICO,6,39.6,0,241,48.2,,63.8,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,91,0,55,0,0,36,0
John Gentry,128379,HB,SM HOUSTON,6,39.1,0,281,64.2,45.5,55.5,0,2,19,39.6,40.0,94.7,1,2,0,36,0,0,0,92,20,50,0,0,16,0
AJ George,144220,G,AKRON,7,100.0,0,102,52.9,63.6,51.4,0,0,11,100.0,100.0,100.0,0,0,0,36,0,28,0,36,12,12,6,1,24,1
Jakolbe Baldwin,143984,WR,NC STATE,9,69.2,0,248,54.6,,57.6,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,52,0,16,0,0,36,2
Kyle Kloska,158589,C,ARMY,4,100.0,0,114,57.6,73.9,61.6,0,0,3,100.0,100.0,100.0,1,0,0,36,36,0,0,36,4,4,0,0,32,0
Myles Bailey,145722,HB,C MICHIGAN,11,24.8,0,134,75.9,84.9,66.8,0,0,23,30.7,29.3,100.0,0,0,0,36,0,0,0,145,24,82,0,0,12,0
Ja'Kobi Jackson,174248,HB,FLORIDA,13,16.2,0,163,77.3,73.2,59.9,0,1,23,21.1,20.4,93.5,0,2,1,36,0,0,0,222,23,113,0,0,13,0
Malachi Nelson,174203,QB,BOISE ST,3,63.2,0,120,80.4,,60.0,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,57,0,20,0,0,36,0
Devin Boddie Jr.,98557,WR,WYOMING,4,40.9,1,351,61.9,,67.7,0,0,0,0.0,0.0,,1,0,0,36,0,0,0,88,0,51,0,0,36,0
Leon Haughton Jr.,162793,TE,MARYLAND,11,42.9,0,215,45.0,67.9,47.5,0,0,2,4.2,4.0,100.0,2,0,0,36,0,0,0,84,2,50,0,0,34,51
Larry Stephens III,130634,WR,TOLEDO,12,50.0,0,316,50.5,,60.9,0,0,0,0.0,0.0,,1,0,0,36,0,0,0,72,0,36,0,0,36,1
Brett Eskildsen,191299,WR,IOWA STATE,6,66.7,0,193,65.5,,60.9,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,54,0,18,0,0,36,0
EJ Harris,157040,G,AUBURN,3,100.0,0,115,69.0,79.2,67.0,0,0,12,100.0,100.0,100.0,0,0,0,35,0,0,0,35,12,12,30,5,23,0
Ryan Butler,167652,HB,STANFORD,6,50.0,0,300,57.1,81.8,54.2,0,0,11,29.7,30.0,100.0,0,0,0,35,0,0,0,70,12,40,0,0,23,0
Ayden Williams,172531,WR,OLE MISS,8,41.7,0,226,56.5,,59.8,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,84,0,49,0,0,35,1
John White,184784,QB,SO MISS,4,43.2,0,296,38.9,,60.0,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,81,0,43,0,0,35,0
Ty Simpson,157008,QB,ALABAMA,6,49.3,0,103,74.9,,60.0,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,71,0,29,0,0,35,0
Micah Welch,183887,HB,COLORADO,8,20.8,0,143,73.1,63.7,59.4,0,1,28,26.2,26.1,94.6,0,2,1,35,0,0,0,168,31,119,0,0,4,0
Isaiah Thacker,176138,WR,BALL ST,5,53.0,0,117,54.6,,62.4,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,66,0,30,0,0,35,0
Sevaughn Clark,99159,HB,TOLEDO,11,19.1,0,316,63.5,33.6,65.5,0,1,24,24.0,24.8,97.9,0,1,0,35,0,0,0,183,27,109,0,0,8,2
Anthony Simpson,146244,WR,UMASS,2,41.2,0,216,47.9,,62.6,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,85,0,50,0,0,35,0
Deylin Hasert,157565,G,IOWA STATE,3,100.0,0,193,59.6,78.4,57.9,0,0,9,100.0,100.0,100.0,0,0,0,35,0,11,0,35,9,9,24,0,26,0
Micah Hudson,184902,WR,TEXAS TECH,7,40.2,0,315,66.4,,62.3,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,87,0,52,0,0,35,0
Sullivan Weidman,157360,G,W VIRGINIA,7,100.0,0,343,63.8,15.7,71.9,0,1,12,100.0,100.0,87.5,0,2,1,35,0,10,0,35,12,12,17,0,23,6
Noah Dunham,176670,C,WASH STATE,3,100.0,0,341,53.9,79.8,51.1,0,0,12,100.0,100.0,100.0,0,0,0,35,31,4,0,35,14,14,0,0,21,0
Chase Gillespie,163712,HB,VANDERBILT,10,50.0,0,333,62.9,64.3,50.9,0,0,3,14.3,20.0,100.0,0,0,0,35,0,0,0,70,5,25,0,0,30,0
Ray Daly Jr.,191235,WR,SO MISS,3,85.4,0,296,73.8,,63.5,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,41,0,6,0,0,35,0
Israel Carter,175310,QB,USF,4,57.4,0,327,60.0,,60.0,0,0,0,0.0,0.0,,1,0,0,35,0,0,0,61,0,19,0,0,35,0
Cole Adams,134273,WR,ALABAMA,7,42.7,0,103,65.3,,49.5,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,82,0,47,0,0,35,0
Ethan Green,164144,T,CINCINNATI,3,100.0,0,138,58.2,49.9,58.9,0,0,11,100.0,100.0,90.9,0,1,1,34,0,0,11,34,12,12,0,23,22,0
Shemar Kirk,175381,WR,MIAMI FL,4,59.6,0,220,52.0,,33.2,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,57,0,23,0,0,34,0
Monte Watkins,144703,HB,NEW MEX ST,6,44.2,0,242,52.1,82.9,46.5,0,0,11,32.4,31.4,100.0,0,0,0,34,0,0,0,77,11,35,0,0,23,0
Ashton Nickelberry,173764,WR,UTEP,12,23.8,0,330,54.2,,60.7,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,143,0,109,0,0,34,0
Desna Washington,171566,WR,FIU,4,45.3,0,166,62.7,,71.4,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,75,0,41,0,0,34,0
Lynel Billups-Williams,171271,WR,MIAMI OH,7,89.5,0,221,59.4,,63.6,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,38,0,4,0,0,34,0
Brandon Hawkins Jr.,131439,WR,UAB,5,46.6,0,321,61.1,,57.7,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,73,0,38,0,0,34,0
Jack Greer,162781,C,INDIANA,4,100.0,0,190,62.3,5.7,63.4,1,0,2,100.0,100.0,75.0,0,1,0,34,34,0,0,34,2,2,0,0,32,0
Joe More,81809,C,ARKANSAS,5,100.0,0,111,65.0,83.8,61.2,0,0,11,100.0,100.0,100.0,0,0,0,34,17,0,0,34,11,11,0,14,23,2
Patrick Gurd,129747,TE,OHIO STATE,11,69.4,0,260,52.8,71.0,54.4,0,0,3,16.7,16.7,100.0,0,0,0,34,0,0,0,49,3,18,0,0,31,24
CJ Smith,157076,WR,PURDUE,3,35.8,0,273,53.6,,56.3,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,95,0,61,0,0,34,0
Jayden Ballard,145054,WR,OHIO STATE,6,57.6,0,260,57.8,,62.0,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,59,0,25,0,0,34,0
Graham Keating III,146204,C,UNLV,3,100.0,0,325,62.0,75.0,64.7,0,0,6,100.0,100.0,100.0,1,0,0,34,34,0,0,34,6,6,0,0,28,0
Barry Jackson Jr.,173031,WR,CINCINNATI,12,50.7,0,138,58.1,,49.0,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,67,0,26,0,0,34,0
Anthony Ivey,164175,WR,PENN STATE,5,73.9,0,266,58.9,,69.8,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,46,0,12,0,0,34,0
Tyler Knaak,158492,T,NEBRASKA,3,100.0,0,238,55.7,43.0,56.8,0,0,10,100.0,100.0,100.0,0,0,0,34,0,0,0,34,13,13,15,19,21,0
Daniel Jones,186476,T,COAST CAR,4,100.0,0,141,44.9,30.9,48.3,0,2,9,100.0,100.0,88.9,0,2,0,34,0,0,30,34,10,10,0,4,24,0
Jaden Nixon,144652,HB,W MICHIGAN,13,13.7,0,347,80.9,56.1,55.9,1,1,16,20.3,20.5,93.7,2,2,0,34,0,0,0,248,17,83,0,0,17,1
Richard Reese,158568,HB,BAYLOR,11,26.0,0,118,68.1,70.8,57.7,0,1,19,33.3,35.5,97.4,0,1,0,34,0,0,0,131,22,62,0,0,12,0
TJ Tarascio,186448,G,AIR FORCE,5,100.0,0,101,72.5,54.2,73.9,0,1,11,100.0,100.0,95.5,0,1,0,34,0,12,0,34,12,12,22,0,22,0
Jaquaize Pettaway,173716,WR,OKLAHOMA,7,37.4,0,261,61.6,,60.8,0,0,0,0.0,0.0,,1,0,0,34,0,0,0,91,0,57,0,0,34,0
Lamar Sperling,171214,HB,BUFFALO,9,31.4,0,126,59.8,47.1,58.2,0,2,16,34.8,34.0,93.7,0,2,0,33,0,0,0,105,17,50,0,0,16,0
Jamarion Wilcox,175162,HB,KENTUCKY,11,20.1,0,202,85.2,37.2,56.1,0,1,16,32.7,31.4,90.6,0,2,1,33,0,0,0,164,16,51,0,0,17,0
Gavin Blackwell,143958,WR,N CAROLINA,5,39.3,0,245,60.9,,60.1,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,84,0,51,0,0,33,0
Joe Jackson,173106,HB,KANSAS ST,10,26.0,0,199,75.5,25.5,60.8,0,1,7,12.3,11.5,92.9,0,1,0,33,0,0,0,127,7,61,0,0,26,0
