gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
00-0000382,Sam Anno,Sam,Samuel,Anno,,,,ANN553722,,AnnoSa20,,,7074,3200414e-4e55-3722-9d08-2447a230c398,1965-01-26,LB,LB,,,74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fn4o6slj6eulbwxrztvx",USC,,0,1987,1993,LAC,ACT,,,7,,,,,,
00-0030059,Ezekiel Ansah,Ezekiel,Ezekiel,Ansah,E.Ansah,Ezekiel,,ANS059326,39951,AnsaEz00,8094,2387,15785,3200414e-5305-9326-3a2a-a977ed9afdb4,1989-05-29,DL,DE,DL,EDGE,77,275,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/udlzuenyhdrxydwbpg1o",BYU,Independent,94,2013,2020,SF,RES,UFA,R/Injured,8,ED,,2013,1,5,DET
00-0037328,Andre Anthony,Andre,Andre,Anthony,A.Anthony,Andre,,ANT092384,54713,AnthAn00,44501,,4035453,3200414e-5409-2384-d11e-26be2a809543,1996-11-21,LB,LB,DL,EDGE,76,251,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otu735tncowxi30pwlup",LSU,Southeastern Conference,46,2022,2022,CHI,DEV,DEV,Prac Sq.; Inj,0,,,2022,7,248,TB
00-0000384,Charles Anthony,Charles,Charles,Anthony,,,,ANT099322,,AnthCh20,,,,3200414e-5409-9322-ef70-edf7255cdc8e,1969-10-12,DB,CB,,,74,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fpwekdz2hsmrahvpdl0q",UNLV,,0,1996,1996,SF,CUT,,,0,,,1974,15,366,LAC
ANT103822,Charles Anthony,Charles,Charles,Anthony,,,,ANT103822,,,,,,3200414e-5410-3822-974b-cc749632f875,1952-07-10,LB,MLB,,,73,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uc6m8dofz6vnzk4fnwoj",USC,,0,1974,1974,LAC,ACT,,,0,,,,,,
00-0019897,Cornelius Anthony,Cornelius,Cornelius,Anthony,,,,ANT109929,,AnthCo20,,,4380,3200414e-5410-9929-7541-3fdb1798fbaf,1978-07-03,LB,LB,,,72,235,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/spmjjw8ph0xagvvksg4k",Texas A&M,,57,2002,2003,SF,ACT,,,2,,,,,,
00-0039414,Daijahn Anthony,Daijahn,Daijahn,Anthony,D.Anthony,Daijahn,,ANT111455,57344,AnthDa00,147537,11832,4874448,3200414e-5411-1455-6660-1276cba54e95,2000-09-09,DB,SAF,DB,SAFETY,72,200,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wjjlh3vbqicqopz3qda7",Mississippi; Liberty,Southeastern Conference,33,2024,2025,CIN,ACT,ACT,Active,2,S,A,2024,7,224,CIN
ANT116036,Edward Anthony,Edward,Edward,Anthony,,,,ANT116036,,,,,,3200414e-5411-6036-8ff9-fefce45e07fc,1962-03-03,RB,RB,,,71,212,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zcnb72m6py3rnkwupzex",North Carolina,,0,1984,1985,NO,ACT,,,2,,,,,,
00-0029897,Marc Anthony,Marc,Marc,Anthony,,,,ANT155143,40195,AnthMa00,8030,2325,15931,3200414e-5415-5143-6d5e-ebbea518d3b0,1989-11-14,DB,CB,,,72,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nmlx8mhc3qyekkxt74jg",California,,0,2013,2013,TB,DEV,,,0,,,2013,7,247,BAL
00-0000387,Reidel Anthony,Reidel,Reidel,Anthony,,,,ANT195429,22345,AnthRe00,,,3998266,3200414e-5419-5429-319e-cdf591db431f,1976-10-20,WR,WR,,,71,180,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rcsbgaxntmcmrns4n9u1",Florida,,85,1997,2001,TB,ACT,,,5,,,1997,1,16,TB
00-0032102,Stephone Anthony,Stephone,Stephone,Anthony,S.Anthony,Stephone,,ANT204590,42374,AnthSt00,9464,3879,2576482,3200414e-5420-4590-5aef-35279f555ea6,1992-07-28,LB,LB,,,75,245,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tk2cy125ubb6lluib5ob",Clemson,Atlantic Coast Conference,0,2015,2020,ARI,CUT,CUT,PS; Vet,6,LB,,2015,1,31,NO
00-0000389,Terry Anthony,Terry,Terrence,Anthony,,,,ANT207644,,AnthTe21,,,,3200414e-5420-7644-35a8-ea73d2adc412,1968-03-09,WR,WR,,,72,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j7eacxvmcrozklflkben",Florida State,,0,1990,1991,TB,RES,,,1,,,1990,11,281,TB
ANT311466,Terrence Anthony,Terrence,Terrence,Anthony,,,,ANT311466,,AnthTe20,,,,3200414e-5431-1466-a51e-869f723a2ec1,1965-01-17,DB,DB,,,70,183,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuzmbisv8jgzh4hcnyz4",Iowa State,,0,1987,1987,LA,ACT,,,0,,,1987,9,236,ATL
ANT519110,Lionel Antoine,Lionel,Lionel,Antoine,,,,ANT519110,,AntoLi20,,,,3200414e-5451-9110-6480-9eb08842b088,1950-08-31,OL,OT,,,78,262,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ordlk1s2qbrzmikgettn",Southern Illinois,,0,1974,1978,CHI,ACT,,,6,,,,,,
ANT622932,Glenn Antrum,Glenn,Glenn,Antrum,,,,ANT622932,,AntrGl20,,,,3200414e-5462-2932-ac2e-50ca92e10311,1966-02-03,WR,WR,,,71,175,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rufpte9lalizkb1urgxs",Connecticut,,0,1989,1989,NE,ACT,,,0,,,,,,
00-0037230,Israel Antwine,Israel,Israel,Antwine,I.Antwine,Israel,,ANT738004,54910,AntwIs00,82251,,4360672,3200414e-5473-8004-ebd8-98a5b79e8bb9,2000-03-27,DL,DT,DL,INTERIOR_LINE,75,309,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pmger6bb28zubcy6qlvo",Oklahoma State,Big Twelve Conference,93,2022,2022,JAX,CUT,CUT,Practice Squad,0,,,,,,
00-0039006,Felix Anudike-Uzomah,Felix,Felix,Anudike-Uzomah,F.Anudike-Uzomah,Felix,,ANU415291,55895,AnudFe00,122582,10855,4612387,3200414e-5541-5291-dc35-8fecbffa9ee6,2002-01-24,DL,DE,DL,EDGE,76,255,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mvdexbrnafjhz7ld7oct",Kansas State,Big Twelve Conference,91,2023,2025,KC,RES,RES,R/Injured,3,ED,A,2023,1,31,KC
00-0030677,Kenny Anunike,Kenny,Kenny,Anunike,,Kenny,,ANU431455,41514,AnunKe00,9082,3339,16965,3200414e-5543-1455-89cd-7ab628813cba,1990-05-22,DL,DE,,,77,275,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xlytrwbj0uf1udzmjc44",Duke,Atlantic Coast Conference,0,2014,2016,NYJ,DEV,RES,Inactive,3,ED,,,,,
00-0029021,Chigbo Anunoby,Chigbo,Chigbogu,Anunoby,C.Anunoby,Chigbo,,ANU444955,38968,AnunCh00,7681,1416,15399,3200414e-5544-4955-775c-0e9fbaa94f6a,1989-01-04,DL,NT,DL,INTERIOR_LINE,76,324,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u44tgkzyzdlbxrlugcy1",Morehouse College,Southern Intercollegiate Athletic Conference,78,2012,2014,TEN,DEV,CUT,Active,1,,,,,,
00-0039676,Chigozie Anusiem,Chigozie,Chigozie,Anusiem,C.Anusiem,Chigozie,,ANU456205,57817,AnusCh00,83031,11928,4360475,3200414e-5545-6205-4975-b40691cc3435,2000-11-05,DB,DB,DB,CB,73,200,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pp6vsmzyplbm98g2srpp",Colorado State; California,Mountain West Conference,,2024,2025,LV,ACT,ACT,Active,2,CB,A,,,,
00-0033914,Alex Anzalone,Alex,Alexander,Anzalone,A.Anzalone,Alex,,ANZ059326,44888,AnzaAl00,11831,5662,3043107,3200414e-5a05-9326-7226-57708da620ee,1994-09-22,LB,MLB,LB,MLB,75,234,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbqizpfxe7nsijlw4gwv",Florida,Southeastern Conference,34,2017,2025,DET,ACT,ACT,Active,9,LB,A,2017,3,76,NO
APK415291,Steve Apke,Steve,Steven,Apke,,,,APK415291,,ApkeSt20,,,,32004150-4b41-5291-432e-da0db6842090,1965-08-03,LB,LB,,,73,222,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ykevqayabrlgig1chtg3",Pittsburgh,,0,1987,1987,PIT,ACT,,,0,,,,,,
00-0034334,Troy Apke,Troy,Troy,Apke,T.Apke,Troy,,APK428041,46178,ApkeTr00,49260,6994,3116152,32004150-4b42-8041-da28-445985797da1,1995-04-11,DB,DB,,,73,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjxqk3lqmmxgboslzqh",Penn State,Big Ten Conference,30,2018,2023,WAS,CUT,CUT,Waivers/No Rec.,5,CB,IR,2018,4,109,WAS
00-0032379,Eli Apple,Eli,Eli,Apple,E.Apple,Eli,,APP195645,43299,ApplEl00,10644,4723,3040506,32004150-5019-5645-f1b8-2e24e42cc5eb,1995-08-09,DB,CB,DB,CB,73,203,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szrv0msliekcbdfulpzb",Ohio State,Big Ten Conference,,2016,2025,SF,DEV,RES,Reserve/Future,10,CB,A,2016,1,10,NYG
00-0035105,Marcus Applefield,Marcus,Marcus,Applefield,M.Applefield,Marcus,,APP330631,48213,ApplMa00,46668,8094,3121518,32004150-5033-0631-f245-ed23e5005d97,1995-12-15,OL,OT,,,77,300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bswyvnqivmjbbtfa5ure",Virginia,,0,2019,2019,BAL,NWT,NWT,,0,,,,,,
00-0024734,Antwan Applewhite,Antwan,Antwan,Applewhite,,,,APP629310,,ApplAn99,3877,6440,10862,32004150-5062-9310-38dd-eef85ddf78dc,1985-12-31,DL,DE,,,75,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vgagweam5vtqsoggfcrq",San Diego State,,93,2007,2012,CAR,RES,,,5,ED,,,,,
APU415291,Ben Apuna,Ben,Benjamin,Apuna,,,,APU415291,,ApunBe20,,,,32004150-5541-5291-ec55-62c1a0fac3ff,1957-06-26,LB,ILB,,,73,222,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x9luqa3zzwpfod4rlv5e",Arizona State; Mesa CC,,0,1980,1980,NYG,ACT,,,0,,,1980,7,171,LA
00-0000400,Leo Araguz,Leo,Leobardo,Araguz,,,,ARA195430,,AragLe20,,,1159,32004152-4119-5430-bfed-de994e6fce04,1970-01-18,SPEC,P,,,71,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/losb2mgqxxnphnyx15q7",Stephen F. Austin State,,2,1996,2005,SEA,CUT,,,6,,,,,,
00-0037284,Matt Araiza,Matt,Matt,Araiza,M.Araiza,Matt,,ARA317575,54645,AraiMa00,82642,10225,4361496,32004152-4131-7575-504d-a8b693e6a7b6,2000-05-16,SPEC,P,,,74,200,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q4wjyhw18fj0omjkzql4",San Diego State,Mountain West Conference,14,2024,2025,KC,ACT,ACT,Active,2,P,A,2022,6,180,BUF
ARA415291,Evan Arapostathis,Evan,Evan,Arapostathis,,,,ARA415291,,ArapEv20,,,,32004152-4141-5291-2fd3-ac54f99967d4,1963-10-30,SPEC,P,,,69,160,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqisrmajry0efoaufhte",Eastern Illinois; Grossmont,,0,1986,1986,LA,ACT,,,0,,,,,,
ARB553722,Hasson Arbubakrr,Hasson,Hasson,Arbubakrr,,,,ARB553722,,ArbuHa20,,,,32004152-4255-3722-16eb-73f177fc17dd,1960-12-09,DL,DE,,,76,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s0wo66biyg3kiqcvcycw",Texas Tech; Pasadena College,,0,1983,1984,MIN,ACT,,,2,,,1983,9,238,TB
00-0000404,Charles Arbuckle,Charles,Charles,Arbuckle,,,,ARB567222,,ArbuCh00,,,6683,32004152-4256-7222-fc3e-12fd8ed5c718,1968-09-13,TE,TE,,,75,248,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ypktnmkqfkjvzinmgto4",UCLA,,0,1992,1995,IND,CUT,,,5,,,1990,5,125,NO
00-0035246,J.J. Arcega-Whiteside,J.J.,Jose,Arcega-Whiteside,J.Arcega-Whiteside,J.J.,,ARC336505,47840,ArceJJ00,35014,7848,3931397,32004152-4333-6505-70a1-e94c6ecf2bd3,1996-12-31,WR,WR,WR,WR,74,237,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ybukzc2rvl0mqfnn387e",Stanford,Pacific Twelve Conference,82,2019,2022,SEA,CUT,CUT,Active,4,WR,A,2019,2,57,PHI
00-0027920,Emmanuel Arceneaux,Emmanuel,Emmanuel,Arceneaux,,,,ARC101286,,ArceEm00,6129,6756,13954,32004152-4310-1286-e983-158d548d7d8d,1987-09-17,WR,WR,,,74,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/moefay2zhclmfcsq8cfi",Alcorn State,,0,2011,2012,WAS,CUT,,,1,WR,A,,,,
00-0000405,Lester Archambeau,Lester,Lester,Archambeau,,,,ARC138430,,ArchLe20,,,251,32004152-4313-8430-3971-9b1baec10bc5,1967-06-27,DL,DE,,,77,275,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/az7fnotr16s5dgtounfw",Stanford,,92,1990,2000,DEN,ACT,,,11,,,1990,7,186,GB
00-0031392,Dri Archer,Dri,Adrion,Archer,,Dri,,ARC425790,41326,ArchDr00,8732,3036,16755,32004152-4342-5790-eb07-e3abf1efc087,1991-08-09,RB,RB,,,68,173,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gcvdndgayu8it5mzvs4d",Kent State,Mid-American Conference,0,2014,2016,BUF,NWT,CUT,Active,3,HB,,2014,3,97,PIT
00-0024764,Brandon Archer,Brandon,Brandon,Archer,,,,ARC265610,,ArchBr99,,,11158,32004152-4326-5610-2c15-1c024c1498a8,1983-10-30,LB,LB,,,72,239,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/duxsqdgwhq0hhbbo3zdy",Kansas State,,0,2007,2008,WAS,DEV,,,2,,,,,,
00-0000406,David Archer,David,David,Archer,,,,ARC415290,,ArchDa00,,,,32004152-4341-5290-36ca-56ca45fb9f75,1962-02-15,QB,QB,,,74,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/evvc9571w3sqipjkkxl0",Iowa State; Snow,,0,1984,1992,PHI,ACT,,,7,,,,,,
ARC553720,Troy Archer,Troy,James,Archer,,,,ARC553720,,ArchTr20,,,,32004152-4355-3720-b1ac-a155c1478f9e,1955-01-16,DL,DT,,,76,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lrfczmppte7qcmhkpyl9",Colorado; Rio Hondo College,,0,1976,1978,NYG,ACT,,,3,,,1976,1,13,NYG
00-0027384,R.J. Archer,R.J.,Rush,Archer,,,,ARC562720,35897,,6119,3819,13309,32004152-4356-2720-cb87-a1c860818d15,1987-08-05,QB,QB,,,74,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/drrr1mbgzc7krtkuygz4",William & Mary,,0,2010,2010,MIN,CUT,,,0,,,,,,
00-0021666,Ben Archibald,Ben,Benjamin,Archibald,,,,ARC591842,,ArchBe20,,,,32004152-4359-1842-5202-186898668855,1978-08-26,OL,OT,,,75,320,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dzvql28tovudlbhhaxmb",BYU,,60,2005,2006,NO,DEV,,,2,,,,,,
00-0036700,Daniel Archibong,Daniel,Daniel,Archibong,D.Archibong,Daniel,,ARC596623,53905,ArchDa01,100963,,4044146,32004152-4359-6623-3e06-31e2d4f768a2,1997-09-12,DL,DT,,,78,307,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nb6nhsdrzagzcglvjwjy",Temple,American Athletic Conference,61,2021,2021,PIT,DEV,RET,R/Retired,0,,,,,,
00-0000409,Mike Archie,Mike,Michael,Archie,,,,ARC615842,,ArchMi00,,,8071,32004152-4361-5842-b9a3-9e96ac32d006,1972-10-14,RB,RB,,,68,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jrynsxqnrciddtyekr5v",Penn State,,22,1996,1999,TEN,CUT,,,4,,,1996,7,218,HOU
00-0020521,Adam Archuleta,Adam,Adam,Archuleta,,,,ARC705650,26238,ArchAd20,790,,2568,32004152-4370-5650-b9c5-15da5a1e0de1,1977-11-27,DB,S,,,71,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xx3sfn12tu4ejprqkwkq",Arizona State,,20,2001,2007,CHI,ACT,,,7,,,2001,1,20,LA
00-0037845,A.J. Arcuri,A.J.,A.J.,Arcuri,A.Arcuri,A.J.,,ARC716900,54726,ArcuAJ00,44757,10306,4046707,32004152-4371-6900-5185-8cdd66b2ad11,1997-08-13,OL,OT,OL,T,79,308,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gziofcy3o1epv9spjapl",Michigan State,Big Ten Conference,61,2022,2025,LA,DEV,RES,Reserve/Future,2,T,A,2022,7,261,LA
00-0000410,Billy Ard,Billy,William,Ard,,,,ARD276861,,ArdxBi20,,,,32004152-4427-6861-ec83-f084792fea69,1959-03-12,OL,G,,,75,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xaqniielzq1gcdxpcwzh",Wake Forest,,0,1981,1992,GB,NWT,,,12,,,1981,8,221,NYG
ARD553722,Tony Ardizzone,Tony,Anthony,Ardizzone,,,,ARD553722,,ArdiTo20,,,,32004152-4455-3722-1432-03ff5772301b,1956-12-19,OL,C,,,75,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lkflndrfpmjm0j1fbf5g",Northwestern,,0,1979,1979,CHI,ACT,,,0,,,1978,6,153,DET
00-0027660,Javier Arenas,Javier,Javier,Arenas,,Javier,,ARE404040,35489,ArenJa99,5575,509,13259,32004152-4540-4040-e711-8f085cbf07a3,1987-10-28,DB,CB,,,69,197,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/algezgrklvzxvyljttv8",Alabama,,28,2010,2014,ATL,ACT,ACT,Active,5,S,,2010,2,50,KC
00-0019081,Jake Arians,Jake,Jacob,Arians,,,,ARI221145,,arianjak01,,,2796,32004152-4922-1145-ac3f-dfaa258cf562,1978-01-26,SPEC,K,,,71,203,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hzuholexi2lwwikx022r",UAB,,9,2001,2001,BUF,CUT,,,1,,,,,,
00-0038702,Daniel Arias,Daniel,Daniel,Arias,D.Arias,Daniel,,ARI318217,56392,AriaDa00,84165,11203,4360644,32004152-4931-8217-4402-8d12902446ba,1998-09-02,WR,WR,WR,WR,75,216,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ns09yek1pvj9jmlv2e01",Colorado,Pacific Twelve Conference,,2023,2023,ARI,CUT,CUT,Waivers/No Rec.,0,,,,,,
ARI415290,Mike Ariey,Mike,Michael,Ariey,,,,ARI415290,,ArieMi20,,,,32004152-4941-5290-8710-2ba4580515c8,1964-03-12,OL,G,,,77,285,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b6elpahhafs1xenbnfmh",San Diego State,,0,1989,1989,GB,ACT,,,1,,,,,,
00-0032074,Chi Chi Ariguzo,Chi Chi,Ikechi,Ariguzo,,,,ARI438985,43055,ArigCh00,10120,4294,2511087,32004152-4943-8985-7483-241c3129702b,1992-06-23,LB,LB,,,73,235,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/asi8v8doju497bnalbon",Northwestern,,40,2015,2015,LAC,RES,,,0,,,,,,
ARI447235,Ike Ariguzo,Ike,Ikenna,Ariguzo,,,,ARI447235,,,,,2530979,32004152-4944-7235-a7e2-ffd92cf3f93b,1990-10-04,TE,TE,,,77,214,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/anp4nfbnemltzczawyft",Eastern Kentucky,,0,2014,2014,GB,CUT,,,0,,,,,,
ARI622935,Obed Ariri,Obed,Obed,Ariri,,,,ARI622935,,aririobe01,,,,32004152-4962-2935-4b02-75ff6aca7849,1956-04-07,SPEC,K,,,68,170,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ngaf5cko1xeq2mre1a2d",Clemson,,0,1984,1987,WAS,ACT,,,2,,,1981,7,178,BAL
00-0028048,David Arkin,David,David,Arkin,,David,,ARK296636,37185,ArkiDa00,6262,620,14119,32004152-4b29-6636-e940-b36d4b4f7984,1987-10-07,OL,G,OL,TE,77,307,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vjdrs0w140hj1v20yfnb",Missouri State,Missouri Valley Football Conference,66,2011,2016,LA,ACT,ACT,Active,3,G,,2011,4,110,DAL
00-0033296,Alex Armah,Alex,Alexander,Armah,A.Armah,Alex,,ARM000892,45005,ArmaAl00,11948,5778,4212884,32004152-4d00-0892-ecbc-8ac20741cffe,1994-05-17,RB,RB,RB,FB,74,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pvbqmdwlukehpxovupsg",West Georgia,Gulf South Conference,40,2017,2023,WAS,ACT,ACT,Active,5,FB,A,2017,6,192,CAR
00-0031729,Thurston Armbrister,Thurston,Thurston,Armbrister,T.Armbrister,Thurston,,ARM002678,42760,ArmbTh00,9825,4498,2579598,32004152-4d00-2678-42af-2d89f635dac3,1992-12-25,LB,LB,LB,,74,239,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yizrhsjhhnfybsojlduj",Miami,,58,2015,2018,ARI,RES,RES,,3,LB,,,,,
00-0000421,JoJuan Armour,JoJuan,JoJuan,Armour,,,,ARM028585,24736,ArmoJo20,,,1977,32004152-4d02-8585-68e9-810e94e191f0,1976-07-10,DB,S,,,71,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bjlhhwkpfwulaixiyzjy",Miami (Ohio),,33,1999,2002,CIN,ACT,,,4,,,1999,7,224,LV
00-0000422,Justin Armour,Justin,Justin,Armour,,,,ARM039085,,ArmoJu00,,,771,32004152-4d03-9085-41c1-bf79b1af76a4,1973-01-01,WR,WR,,,76,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bck8siyssq4rqusvtw5d",Stanford,,88,1995,1999,BAL,ACT,,,5,,,1995,4,113,BUF
00-0000423,Phil Armour,Phil,Phillip,Armour,,,,ARM043971,,ArmoPh20,,,,32004152-4d04-3971-54f7-bf9ca1836f97,1976-12-09,OL,C,,,75,315,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gjjov4wb2cjpxav2vpwl",North Texas,,54,1999,2000,IND,ACT,,,1,,,,,,
00-0038119,Jalyn Armour-Davis,Jalyn,Jalyn,Armour-Davis,J.Armour-Davis,Jalyn,,ARM046414,54584,ArmoJa00,83120,10164,4372017,32004152-4d04-6414-93f6-f7dc9dcb5422,1999-09-03,DB,CB,DB,CB,73,200,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/stfweqraa3ezp6xtcqut",Alabama,Southeastern Conference,18,2022,2025,TEN,RES,RES,R/Injured,4,CB,A,2022,4,119,BAL
00-0032164,Arik Armstead,Arik,Arik,Armstead,A.Armstead,Arik,,ARM057964,42360,ArmsAr01,9450,3865,2971275,32004152-4d05-7964-59d3-546e5e96e618,1993-11-15,DL,DT,DL,INTERIOR_LINE,79,290,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z6e5xcslnlyaz2egeke3",Oregon,Pacific Twelve Conference,91,2015,2025,JAX,ACT,ACT,Active,11,DI,A,2015,1,17,SF
00-0029728,Armond Armstead,Armond,Armond,Armstead,,,,ARM066214,,ArmsAr00,8558,1200,15764,32004152-4d06-6214-ec37-cd5e21d766da,1990-08-03,DL,DE,,,77,298,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hfhdswp3iyzx8rnxy8k2",USC,,97,2013,2013,NE,RSN,,,1,,,,,,
00-0000426,Jessie Armstead,Jessie,Jessie,Armstead,,,,ARM084964,,ArmsJe00,,,492,32004152-4d08-4964-2b92-57414a9854b6,1970-10-26,LB,OLB,,,73,237,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zsvhwqxosxfb388jx4xq",Miami,,59,1993,2004,CAR,RES,,,12,,,1993,8,207,NYG
00-0035268,Ryquell Armstead,Ryquell,Ryquell,Armstead,R.Armstead,Ryquell,,ARM087415,47923,ArmsRy00,45810,7931,3923397,32004152-4d08-7415-19ec-70f8e3f1c566,1996-10-30,RB,RB,RB,RB,71,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jgcl3vn95zrklzlulgut",Temple,American Athletic Conference,23,2019,2021,JAX,ACT,CUT,Waivers/No Rec.,3,HB,A,2019,5,140,JAX
00-0030067,Terron Armstead,Terron,Terron,Armstead,T.Armstead,Terron,,ARM089867,40023,ArmsTe00,7856,2308,15821,32004152-4d08-9867-92e9-15966a0ab591,1991-07-23,OL,OT,,,77,304,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zjqocz6fl2qrhxqkgdbp",University of Arkansas at Pine Bluff,Southwestern Athletic Conference,72,2013,2024,MIA,ACT,RET,R/Retired,12,T,A,2013,3,75,NO
ARM097714,Adger Armstrong,Adger,Adger,Armstrong,,,,ARM097714,,ArmsAd00,,,,32004152-4d09-7714-5f2e-470e3427b811,1957-06-21,RB,RB,,,72,213,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u6qeqb6qml00d9srzbuz",Texas A&M,,0,1980,1985,TB,ACT,,,6,,,,,,
00-0040298,Andrew Armstrong,Andrew,Andrew,Armstrong,A.Armstrong,Andrew,,ARM099776,58734,ArmsAn01,160110,12623,5093923,32004152-4d09-9776-cb22-3c2f1bc274cd,2000-10-31,WR,WR,WR,WR,76,202,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z5fhutzaaoiidn2jrzge",Arkansas; East Texas A&M,Southeastern Conference,,2025,2025,DET,CUT,RES,Reserve/Future,0,,,,,,
00-0026465,Anthony Armstrong,Anthony,Anthony,Armstrong,,,,ARM101839,,ArmsAn00,4855,1254,11946,32004152-4d10-1839-bd44-46b23592bea0,1983-03-29,WR,WR,,,71,179,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xakb7zm1f3etsnshhaiw",West Texas State,,13,2008,2012,DAL,CUT,,,3,WR,,,,,
00-0000428,Antonio Armstrong,Antonio,Antonio,Armstrong,,,,ARM105964,,ArmsAn20,,,7945,32004152-4d10-5964-f62b-f8778130e482,1973-10-15,LB,LB,,,73,285,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jibcmpfpi4v5iaqwqtjb",Texas A&M,,0,1995,1995,MIA,ACT,,,0,,,1995,6,201,SF
00-0030050,Ray-Ray Armstrong,Ray-Ray,Aravious,Armstrong,R.Armstrong,Ray-Ray,,ARM649391,40579,ArmsRa01,8271,2589,16463,32004152-4d64-9391-7598-e9686edfefe9,1991-03-05,LB,LB,LB,,75,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/drqyhwqbkrxrckhxkug2",Miami; Faulkner,Atlantic Coast Conference,41,2013,2020,SEA,DEV,DEV,PS; Vet,8,LB,,,,,
